"","subject","trial","stimulus","response","dangerous","correct","eyes","teeth","spots","arms","color"
"413",4,101,"10101pt.jpg",1,1,1,"1","0","1","0","1"
"414",4,102,"00101pt.jpg",0,0,1,"0","0","1","0","1"
"415",4,103,"00111pt.jpg",0,0,1,"0","0","1","1","1"
"416",4,104,"11111pt.jpg",1,1,1,"1","1","1","1","1"
"417",5,1,"11000.jpg",1,0,0,"1","1","0","0","0"
"418",5,2,"01011.jpg",1,0,0,"0","1","0","1","1"
"419",5,3,"11111.jpg",1,1,0,"1","1","1","1","1"
"420",5,4,"10011.jpg",0,0,1,"1","0","0","1","1"
"421",5,5,"11101.jpg",1,1,1,"1","1","1","0","1"
"422",5,6,"10000.jpg",1,0,0,"1","0","0","0","0"
"423",5,7,"00100.jpg",1,0,0,"0","0","1","0","0"
"424",5,8,"11110.jpg",1,1,0,"1","1","1","1","0"
"425",5,9,"00011.jpg",0,0,1,"0","0","0","1","1"
"426",5,10,"11011.jpg",1,0,0,"1","1","0","1","1"
"427",5,11,"01111.jpg",1,0,0,"0","1","1","1","1"
"428",5,12,"11110.jpg",1,1,0,"1","1","1","1","0"
"429",5,13,"01101.jpg",1,0,0,"0","1","1","0","1"
"430",5,14,"10111.jpg",0,1,0,"1","0","1","1","1"
"431",5,15,"01110.jpg",0,0,1,"0","1","1","1","0"
"432",5,16,"00010.jpg",1,0,0,"0","0","0","1","0"
"433",5,17,"01011.jpg",0,0,1,"0","1","0","1","1"
"434",5,18,"11000.jpg",1,0,0,"1","1","0","0","0"
"435",5,19,"00011.jpg",1,0,0,"0","0","0","1","1"
"436",5,20,"00110.jpg",1,0,0,"0","0","1","1","0"
"437",5,21,"10100.jpg",1,1,0,"1","0","1","0","0"
"438",5,22,"01101.jpg",1,0,0,"0","1","1","0","1"
"439",5,23,"01010.jpg",0,0,1,"0","1","0","1","0"
"440",5,24,"00000.jpg",1,0,0,"0","0","0","0","0"
"441",5,25,"01110.jpg",0,0,1,"0","1","1","1","0"
"442",5,26,"00111.jpg",0,0,0,"0","0","1","1","1"
"443",5,27,"00101.jpg",1,0,0,"0","0","1","0","1"
"444",5,28,"11011.jpg",1,0,0,"1","1","0","1","1"
"445",5,29,"10010.jpg",0,0,1,"1","0","0","1","0"
"446",5,30,"10100.jpg",1,1,1,"1","0","1","0","0"
"447",5,31,"00101.jpg",0,0,0,"0","0","1","0","1"
"448",5,32,"10011.jpg",0,0,1,"1","0","0","1","1"
"449",5,33,"01011.jpg",1,0,0,"0","1","0","1","1"
"450",5,34,"10111.jpg",1,1,0,"1","0","1","1","1"
"451",5,35,"11111.jpg",0,1,0,"1","1","1","1","1"
"452",5,36,"00001.jpg",0,0,0,"0","0","0","0","1"
"453",5,37,"10101.jpg",1,1,1,"1","0","1","0","1"
"454",5,38,"01111.jpg",0,0,1,"0","1","1","1","1"
"455",5,39,"00101.jpg",1,0,0,"0","0","1","0","1"
"456",5,40,"11010.jpg",0,0,1,"1","1","0","1","0"
"457",5,41,"11011.jpg",0,0,1,"1","1","0","1","1"
"458",5,42,"00111.jpg",1,0,0,"0","0","1","1","1"
"459",5,43,"01101.jpg",1,0,0,"0","1","1","0","1"
"460",5,44,"01100.jpg",1,0,0,"0","1","1","0","0"
"461",5,45,"11010.jpg",0,0,1,"1","1","0","1","0"
"462",5,46,"01111.jpg",0,0,0,"0","1","1","1","1"
"463",5,47,"10000.jpg",1,0,0,"1","0","0","0","0"
"464",5,48,"00001.jpg",0,0,1,"0","0","0","0","1"
"465",5,49,"00011.jpg",0,0,1,"0","0","0","1","1"
"466",5,50,"10111.jpg",0,1,0,"1","0","1","1","1"
"467",5,51,"00110.jpg",1,0,0,"0","0","1","1","0"
"468",5,52,"10110.jpg",0,1,0,"1","0","1","1","0"
"469",5,53,"10000.jpg",1,0,0,"1","0","0","0","0"
"470",5,54,"11001.jpg",0,0,1,"1","1","0","0","1"
"471",5,55,"11100.jpg",1,1,1,"1","1","1","0","0"
"472",5,56,"00000.jpg",0,0,1,"0","0","0","0","0"
"473",5,57,"10001.jpg",0,0,1,"1","0","0","0","1"
"474",5,58,"01001.jpg",0,0,1,"0","1","0","0","1"
"475",5,59,"01010.jpg",0,0,1,"0","1","0","1","0"
"476",5,60,"01100.jpg",1,0,0,"0","1","1","0","0"
"477",5,61,"11101.jpg",0,1,0,"1","1","1","0","1"
"478",5,62,"11010.jpg",0,0,1,"1","1","0","1","0"
"479",5,63,"10011.jpg",0,0,1,"1","0","0","1","1"
"480",5,64,"00110.jpg",1,0,0,"0","0","1","1","0"
"481",5,65,"10110.jpg",0,1,0,"1","0","1","1","0"
"482",5,66,"01010.jpg",0,0,1,"0","1","0","1","0"
"483",5,67,"01001.jpg",0,0,1,"0","1","0","0","1"
"484",5,68,"10001.jpg",0,0,1,"1","0","0","0","1"
"485",5,69,"11001.jpg",0,0,1,"1","1","0","0","1"
"486",5,70,"11111.jpg",0,1,0,"1","1","1","1","1"
"487",5,71,"00000.jpg",0,0,1,"0","0","0","0","0"
"488",5,72,"00100.jpg",0,0,1,"0","0","1","0","0"
"489",5,73,"10100.jpg",0,1,0,"1","0","1","0","0"
"490",5,74,"00100.jpg",0,0,1,"0","0","1","0","0"
"491",5,75,"10001.jpg",0,0,1,"1","0","0","0","1"
"492",5,76,"00001.jpg",0,0,1,"0","0","0","0","1"
"493",5,77,"01000.jpg",1,0,0,"0","1","0","0","0"
"494",5,78,"00010.jpg",0,0,1,"0","0","0","1","0"
"495",5,79,"00111.jpg",0,0,1,"0","0","1","1","1"
"496",5,80,"10101.jpg",1,1,0,"1","0","1","0","1"
"497",5,81,"10110.jpg",1,1,1,"1","0","1","1","0"
"498",5,82,"11100.jpg",1,1,1,"1","1","1","0","0"
"499",5,83,"11000.jpg",0,0,1,"1","1","0","0","0"
"500",5,84,"01000.jpg",0,0,1,"0","1","0","0","0"
"501",5,85,"01000.jpg",0,0,1,"0","1","0","0","0"
"502",5,86,"11110.jpg",1,1,1,"1","1","1","1","0"
"503",5,87,"11100.jpg",0,1,0,"1","1","1","0","0"
"504",5,88,"01100.jpg",1,0,0,"0","1","1","0","0"
"505",5,89,"00010.jpg",0,0,1,"0","0","0","1","0"
"506",5,90,"01001.jpg",0,0,1,"0","1","0","0","1"
"507",5,91,"10101.jpg",1,1,1,"1","0","1","0","1"
"508",5,92,"10010.jpg",0,0,1,"1","0","0","1","0"
"509",5,93,"11101.jpg",1,1,1,"1","1","1","0","1"
"510",5,94,"10010.jpg",0,0,1,"1","0","0","1","0"
"511",5,95,"11001.jpg",0,0,1,"1","1","0","0","1"
"512",5,96,"01110.jpg",1,0,0,"0","1","1","1","0"
"513",5,97,"10101pt.jpg",1,1,1,"1","0","1","0","1"
"514",5,98,"11110pt.jpg",1,1,1,"1","1","1","1","0"
"515",5,99,"01000pt.jpg",0,0,1,"0","1","0","0","0"
"516",5,100,"00111pt.jpg",1,0,0,"0","0","1","1","1"
"517",5,101,"01010pt.jpg",0,0,1,"0","1","0","1","0"
"518",5,102,"11111pt.jpg",1,1,1,"1","1","1","1","1"
"519",5,103,"11011pt.jpg",0,0,1,"1","1","0","1","1"
"520",5,104,"00101pt.jpg",1,0,0,"0","0","1","0","1"
"521",6,1,"11010.jpg",0,0,0,"1","1","0","1","0"
"522",6,2,"01100.jpg",0,0,1,"0","1","1","0","0"
"523",6,3,"11111.jpg",1,1,1,"1","1","1","1","1"
"524",6,4,"11000.jpg",0,0,1,"1","1","0","0","0"
"525",6,5,"00010.jpg",1,0,0,"0","0","0","1","0"
"526",6,6,"00101.jpg",1,0,0,"0","0","1","0","1"
"527",6,7,"11001.jpg",0,0,1,"1","1","0","0","1"
"528",6,8,"10010.jpg",1,0,0,"1","0","0","1","0"
"529",6,9,"00100.jpg",0,0,1,"0","0","1","0","0"
"530",6,10,"01101.jpg",0,0,1,"0","1","1","0","1"
"531",6,11,"11010.jpg",0,0,1,"1","1","0","1","0"
"532",6,12,"10011.jpg",0,0,1,"1","0","0","1","1"
"533",6,13,"00001.jpg",0,0,1,"0","0","0","0","1"
"534",6,14,"11011.jpg",0,0,1,"1","1","0","1","1"
"535",6,15,"01000.jpg",0,0,1,"0","1","0","0","0"
"536",6,16,"11110.jpg",0,1,0,"1","1","1","1","0"
"537",6,17,"11001.jpg",0,0,1,"1","1","0","0","1"
"538",6,18,"00011.jpg",0,0,1,"0","0","0","1","1"
"539",6,19,"11110.jpg",1,1,1,"1","1","1","1","0"
"540",6,20,"10010.jpg",0,0,1,"1","0","0","1","0"
"541",6,21,"01001.jpg",0,0,1,"0","1","0","0","1"
"542",6,22,"01011.jpg",0,0,1,"0","1","0","1","1"
"543",6,23,"00110.jpg",1,0,0,"0","0","1","1","0"
"544",6,24,"01010.jpg",0,0,1,"0","1","0","1","0"
"545",6,25,"00000.jpg",0,0,1,"0","0","0","0","0"
"546",6,26,"11000.jpg",0,0,0,"1","1","0","0","0"
"547",6,27,"11101.jpg",0,1,0,"1","1","1","0","1"
"548",6,28,"00000.jpg",0,0,1,"0","0","0","0","0"
"549",6,29,"10011.jpg",1,0,0,"1","0","0","1","1"
"550",6,30,"11110.jpg",0,1,0,"1","1","1","1","0"
"551",6,31,"10000.jpg",0,0,1,"1","0","0","0","0"
"552",6,32,"01111.jpg",1,0,0,"0","1","1","1","1"
"553",6,33,"00101.jpg",0,0,1,"0","0","1","0","1"
"554",6,34,"01010.jpg",0,0,1,"0","1","0","1","0"
"555",6,35,"10101.jpg",0,1,0,"1","0","1","0","1"
"556",6,36,"10100.jpg",1,1,1,"1","0","1","0","0"
"557",6,37,"01110.jpg",1,0,0,"0","1","1","1","0"
"558",6,38,"10111.jpg",0,1,0,"1","0","1","1","1"
"559",6,39,"10011.jpg",1,0,0,"1","0","0","1","1"
"560",6,40,"01001.jpg",0,0,1,"0","1","0","0","1"
"561",6,41,"11011.jpg",0,0,1,"1","1","0","1","1"
"562",6,42,"10101.jpg",1,1,1,"1","0","1","0","1"
"563",6,43,"10001.jpg",1,0,0,"1","0","0","0","1"
"564",6,44,"00011.jpg",0,0,1,"0","0","0","1","1"
"565",6,45,"01100.jpg",0,0,1,"0","1","1","0","0"
"566",6,46,"01100.jpg",0,0,1,"0","1","1","0","0"
"567",6,47,"11100.jpg",1,1,1,"1","1","1","0","0"
"568",6,48,"00000.jpg",0,0,1,"0","0","0","0","0"
"569",6,49,"01111.jpg",0,0,1,"0","1","1","1","1"
"570",6,50,"00010.jpg",0,0,1,"0","0","0","1","0"
"571",6,51,"11101.jpg",1,1,1,"1","1","1","0","1"
"572",6,52,"00010.jpg",0,0,1,"0","0","0","1","0"
"573",6,53,"01101.jpg",0,0,1,"0","1","1","0","1"
"574",6,54,"00011.jpg",0,0,1,"0","0","0","1","1"
"575",6,55,"11100.jpg",1,1,1,"1","1","1","0","0"
"576",6,56,"10101.jpg",1,1,1,"1","0","1","0","1"
"577",6,57,"10110.jpg",1,1,1,"1","0","1","1","0"
"578",6,58,"11010.jpg",0,0,1,"1","1","0","1","0"
"579",6,59,"01011.jpg",0,0,1,"0","1","0","1","1"
"580",6,60,"10001.jpg",0,0,1,"1","0","0","0","1"
"581",6,61,"10111.jpg",1,1,1,"1","0","1","1","1"
"582",6,62,"01000.jpg",0,0,1,"0","1","0","0","0"
"583",6,63,"11011.jpg",0,0,1,"1","1","0","1","1"
"584",6,64,"00110.jpg",0,0,1,"0","0","1","1","0"
"585",6,65,"01101.jpg",0,0,1,"0","1","1","0","1"
"586",6,66,"11101.jpg",1,1,1,"1","1","1","0","1"
"587",6,67,"01001.jpg",0,0,1,"0","1","0","0","1"
"588",6,68,"00100.jpg",0,0,1,"0","0","1","0","0"
"589",6,69,"10001.jpg",0,0,1,"1","0","0","0","1"
"590",6,70,"10111.jpg",1,1,1,"1","0","1","1","1"
"591",6,71,"10000.jpg",0,0,1,"1","0","0","0","0"
"592",6,72,"01111.jpg",0,0,1,"0","1","1","1","1"
"593",6,73,"10100.jpg",1,1,1,"1","0","1","0","0"
"594",6,74,"00110.jpg",0,0,1,"0","0","1","1","0"
"595",6,75,"01011.jpg",0,0,1,"0","1","0","1","1"
"596",6,76,"00111.jpg",0,0,1,"0","0","1","1","1"
"597",6,77,"11111.jpg",1,1,1,"1","1","1","1","1"
"598",6,78,"10100.jpg",1,1,1,"1","0","1","0","0"
"599",6,79,"11000.jpg",0,0,1,"1","1","0","0","0"
"600",6,80,"11001.jpg",0,0,1,"1","1","0","0","1"
"601",6,81,"10010.jpg",0,0,1,"1","0","0","1","0"
"602",6,82,"10000.jpg",0,0,1,"1","0","0","0","0"
"603",6,83,"00001.jpg",0,0,1,"0","0","0","0","1"
"604",6,84,"11100.jpg",1,1,1,"1","1","1","0","0"
"605",6,85,"01010.jpg",0,0,1,"0","1","0","1","0"
"606",6,86,"01000.jpg",0,0,1,"0","1","0","0","0"
"607",6,87,"01110.jpg",0,0,1,"0","1","1","1","0"
"608",6,88,"11111.jpg",1,1,1,"1","1","1","1","1"
"609",6,89,"00100.jpg",0,0,1,"0","0","1","0","0"
"610",6,90,"00111.jpg",0,0,1,"0","0","1","1","1"
"611",6,91,"00111.jpg",0,0,1,"0","0","1","1","1"
"612",6,92,"10110.jpg",1,1,1,"1","0","1","1","0"
"613",6,93,"01110.jpg",0,0,1,"0","1","1","1","0"
"614",6,94,"00101.jpg",0,0,1,"0","0","1","0","1"
"615",6,95,"00001.jpg",0,0,1,"0","0","0","0","1"
"616",6,96,"10110.jpg",1,1,1,"1","0","1","1","0"
"617",6,97,"11111pt.jpg",1,1,1,"1","1","1","1","1"
"618",6,98,"01010pt.jpg",0,0,1,"0","1","0","1","0"
"619",6,99,"00101pt.jpg",0,0,1,"0","0","1","0","1"
"620",6,100,"01000pt.jpg",0,0,1,"0","1","0","0","0"
"621",6,101,"00111pt.jpg",0,0,1,"0","0","1","1","1"
"622",6,102,"11110pt.jpg",1,1,1,"1","1","1","1","0"
"623",6,103,"10101pt.jpg",1,1,1,"1","0","1","0","1"
"624",6,104,"11011pt.jpg",0,0,1,"1","1","0","1","1"
"625",7,1,"01010.jpg",0,0,0,"0","1","0","1","0"
"626",7,2,"00001.jpg",0,0,0,"0","0","0","0","1"
"627",7,3,"00011.jpg",0,0,1,"0","0","0","1","1"
"628",7,4,"01101.jpg",1,0,0,"0","1","1","0","1"
"629",7,5,"00010.jpg",0,0,1,"0","0","0","1","0"
"630",7,6,"11101.jpg",1,1,0,"1","1","1","0","1"
"631",7,7,"10101.jpg",1,1,0,"1","0","1","0","1"
"632",7,8,"10100.jpg",1,1,0,"1","0","1","0","0"
"633",7,9,"00000.jpg",0,0,1,"0","0","0","0","0"
"634",7,10,"01011.jpg",0,0,0,"0","1","0","1","1"
"635",7,11,"11000.jpg",1,0,0,"1","1","0","0","0"
"636",7,12,"00100.jpg",0,0,0,"0","0","1","0","0"
"637",7,13,"00110.jpg",0,0,1,"0","0","1","1","0"
"638",7,14,"01111.jpg",0,0,1,"0","1","1","1","1"
"639",7,15,"11000.jpg",1,0,0,"1","1","0","0","0"
"640",7,16,"00101.jpg",0,0,1,"0","0","1","0","1"
"641",7,17,"01110.jpg",0,0,0,"0","1","1","1","0"
"642",7,18,"01110.jpg",0,0,0,"0","1","1","1","0"
"643",7,19,"11010.jpg",1,0,0,"1","1","0","1","0"
"644",7,20,"00111.jpg",0,0,1,"0","0","1","1","1"
"645",7,21,"00100.jpg",0,0,1,"0","0","1","0","0"
"646",7,22,"11101.jpg",1,1,0,"1","1","1","0","1"
"647",7,23,"11110.jpg",1,1,1,"1","1","1","1","0"
"648",7,24,"10110.jpg",1,1,1,"1","0","1","1","0"
"649",7,25,"11011.jpg",1,0,0,"1","1","0","1","1"
"650",7,26,"01110.jpg",0,0,1,"0","1","1","1","0"
"651",7,27,"00111.jpg",0,0,1,"0","0","1","1","1"
"652",7,28,"01000.jpg",0,0,1,"0","1","0","0","0"
"653",7,29,"00101.jpg",0,0,0,"0","0","1","0","1"
"654",7,30,"11101.jpg",1,1,1,"1","1","1","0","1"
"655",7,31,"01011.jpg",0,0,0,"0","1","0","1","1"
"656",7,32,"00011.jpg",0,0,0,"0","0","0","1","1"
"657",7,33,"11100.jpg",1,1,0,"1","1","1","0","0"
"658",7,34,"11001.jpg",0,0,1,"1","1","0","0","1"
"659",7,35,"11001.jpg",0,0,1,"1","1","0","0","1"
"660",7,36,"10110.jpg",1,1,1,"1","0","1","1","0"
"661",7,37,"10111.jpg",1,1,1,"1","0","1","1","1"
"662",7,38,"00010.jpg",0,0,0,"0","0","0","1","0"
"663",7,39,"01011.jpg",0,0,1,"0","1","0","1","1"
"664",7,40,"00001.jpg",0,0,1,"0","0","0","0","1"
"665",7,41,"10000.jpg",0,0,1,"1","0","0","0","0"
"666",7,42,"10111.jpg",1,1,1,"1","0","1","1","1"
"667",7,43,"00001.jpg",0,0,1,"0","0","0","0","1"
"668",7,44,"10000.jpg",0,0,1,"1","0","0","0","0"
"669",7,45,"11100.jpg",0,1,0,"1","1","1","0","0"
"670",7,46,"01001.jpg",0,0,1,"0","1","0","0","1"
"671",7,47,"01010.jpg",0,0,1,"0","1","0","1","0"
"672",7,48,"10010.jpg",0,0,1,"1","0","0","1","0"
"673",7,49,"10010.jpg",0,0,1,"1","0","0","1","0"
"674",7,50,"10011.jpg",0,0,1,"1","0","0","1","1"
"675",7,51,"11010.jpg",0,0,1,"1","1","0","1","0"
"676",7,52,"11010.jpg",0,0,1,"1","1","0","1","0"
"677",7,53,"11110.jpg",1,1,1,"1","1","1","1","0"
"678",7,54,"10110.jpg",1,1,1,"1","0","1","1","0"
"679",7,55,"01100.jpg",0,0,0,"0","1","1","0","0"
"680",7,56,"00000.jpg",0,0,1,"0","0","0","0","0"
"681",7,57,"10101.jpg",0,1,0,"1","0","1","0","1"
"682",7,58,"11110.jpg",1,1,1,"1","1","1","1","0"
"683",7,59,"10001.jpg",1,0,0,"1","0","0","0","1"
"684",7,60,"11111.jpg",1,1,1,"1","1","1","1","1"
"685",7,61,"00110.jpg",0,0,1,"0","0","1","1","0"
"686",7,62,"10011.jpg",0,0,1,"1","0","0","1","1"
"687",7,63,"01111.jpg",0,0,1,"0","1","1","1","1"
"688",7,64,"01101.jpg",0,0,1,"0","1","1","0","1"
"689",7,65,"01001.jpg",0,0,1,"0","1","0","0","1"
"690",7,66,"01000.jpg",0,0,1,"0","1","0","0","0"
"691",7,67,"10100.jpg",0,1,0,"1","0","1","0","0"
"692",7,68,"10001.jpg",0,0,1,"1","0","0","0","1"
"693",7,69,"11000.jpg",1,0,0,"1","1","0","0","0"
"694",7,70,"00010.jpg",0,0,1,"0","0","0","1","0"
"695",7,71,"10001.jpg",1,0,0,"1","0","0","0","1"
"696",7,72,"10011.jpg",1,0,0,"1","0","0","1","1"
"697",7,73,"01010.jpg",0,0,1,"0","1","0","1","0"
"698",7,74,"01001.jpg",0,0,1,"0","1","0","0","1"
"699",7,75,"00111.jpg",0,0,1,"0","0","1","1","1"
"700",7,76,"10100.jpg",0,1,0,"1","0","1","0","0"
"701",7,77,"10101.jpg",1,1,1,"1","0","1","0","1"
"702",7,78,"11011.jpg",0,0,1,"1","1","0","1","1"
"703",7,79,"00110.jpg",0,0,1,"0","0","1","1","0"
"704",7,80,"01000.jpg",0,0,1,"0","1","0","0","0"
"705",7,81,"01111.jpg",0,0,1,"0","1","1","1","1"
"706",7,82,"10010.jpg",0,0,1,"1","0","0","1","0"
"707",7,83,"10000.jpg",0,0,1,"1","0","0","0","0"
"708",7,84,"00101.jpg",0,0,1,"0","0","1","0","1"
"709",7,85,"11100.jpg",0,1,0,"1","1","1","0","0"
"710",7,86,"11111.jpg",0,1,0,"1","1","1","1","1"
"711",7,87,"10111.jpg",1,1,1,"1","0","1","1","1"
"712",7,88,"00011.jpg",0,0,1,"0","0","0","1","1"
"713",7,89,"11011.jpg",0,0,1,"1","1","0","1","1"
"714",7,90,"01100.jpg",0,0,1,"0","1","1","0","0"
"715",7,91,"11111.jpg",1,1,1,"1","1","1","1","1"
"716",7,92,"01101.jpg",0,0,1,"0","1","1","0","1"
"717",7,93,"00000.jpg",0,0,1,"0","0","0","0","0"
"718",7,94,"11001.jpg",0,0,1,"1","1","0","0","1"
"719",7,95,"01100.jpg",0,0,1,"0","1","1","0","0"
"720",7,96,"00100.jpg",0,0,1,"0","0","1","0","0"
"721",7,97,"01000pt.jpg",0,0,1,"0","1","0","0","0"
"722",7,98,"11110pt.jpg",0,1,0,"1","1","1","1","0"
"723",7,99,"00101pt.jpg",0,0,1,"0","0","1","0","1"
"724",7,100,"11111pt.jpg",1,1,0,"1","1","1","1","1"
"725",7,101,"00111pt.jpg",0,0,1,"0","0","1","1","1"
"726",7,102,"11011pt.jpg",0,0,1,"1","1","0","1","1"
"727",7,103,"10101pt.jpg",0,1,0,"1","0","1","0","1"
"728",7,104,"01010pt.jpg",0,0,0,"0","1","0","1","0"
"729",8,1,"10101.jpg",0,1,0,"1","0","1","0","1"
"730",8,2,"01010.jpg",0,0,0,"0","1","0","1","0"
"731",8,3,"11001.jpg",0,0,0,"1","1","0","0","1"
"732",8,4,"10001.jpg",0,0,1,"1","0","0","0","1"
"733",8,5,"10011.jpg",0,0,0,"1","0","0","1","1"
"734",8,6,"10111.jpg",1,1,1,"1","0","1","1","1"
"735",8,7,"01101.jpg",1,0,0,"0","1","1","0","1"
"736",8,8,"11111.jpg",1,1,1,"1","1","1","1","1"
"737",8,9,"11111.jpg",1,1,1,"1","1","1","1","1"
"738",8,10,"10100.jpg",0,1,0,"1","0","1","0","0"
"739",8,11,"11010.jpg",1,0,0,"1","1","0","1","0"
"740",8,12,"01011.jpg",0,0,0,"0","1","0","1","1"
"741",8,13,"10111.jpg",1,1,1,"1","0","1","1","1"
"742",8,14,"01000.jpg",0,0,0,"0","1","0","0","0"
"743",8,15,"11101.jpg",0,1,0,"1","1","1","0","1"
"744",8,16,"10101.jpg",1,1,1,"1","0","1","0","1"
"745",8,17,"00110.jpg",0,0,1,"0","0","1","1","0"
"746",8,18,"00010.jpg",0,0,0,"0","0","0","1","0"
"747",8,19,"11110.jpg",0,1,0,"1","1","1","1","0"
"748",8,20,"10110.jpg",1,1,1,"1","0","1","1","0"
"749",8,21,"11011.jpg",0,0,1,"1","1","0","1","1"
"750",8,22,"10011.jpg",0,0,1,"1","0","0","1","1"
"751",8,23,"10010.jpg",0,0,1,"1","0","0","1","0"
"752",8,24,"00100.jpg",1,0,0,"0","0","1","0","0"
"753",8,25,"00001.jpg",0,0,1,"0","0","0","0","1"
"754",8,26,"01100.jpg",0,0,1,"0","1","1","0","0"
"755",8,27,"11001.jpg",0,0,1,"1","1","0","0","1"
"756",8,28,"01011.jpg",0,0,1,"0","1","0","1","1"
"757",8,29,"10000.jpg",0,0,1,"1","0","0","0","0"
"758",8,30,"11110.jpg",1,1,1,"1","1","1","1","0"
"759",8,31,"00101.jpg",0,0,1,"0","0","1","0","1"
"760",8,32,"01111.jpg",1,0,0,"0","1","1","1","1"
"761",8,33,"01111.jpg",0,0,1,"0","1","1","1","1"
"762",8,34,"11010.jpg",0,0,1,"1","1","0","1","0"
"763",8,35,"11010.jpg",0,0,1,"1","1","0","1","0"
"764",8,36,"11100.jpg",0,1,0,"1","1","1","0","0"
"765",8,37,"01110.jpg",0,0,0,"0","1","1","1","0"
"766",8,38,"00100.jpg",0,0,0,"0","0","1","0","0"
"767",8,39,"00111.jpg",0,0,1,"0","0","1","1","1"
"768",8,40,"11100.jpg",1,1,1,"1","1","1","0","0"
"769",8,41,"00101.jpg",0,0,0,"0","0","1","0","1"
"770",8,42,"00111.jpg",0,0,1,"0","0","1","1","1"
"771",8,43,"00011.jpg",0,0,1,"0","0","0","1","1"
"772",8,44,"10000.jpg",0,0,1,"1","0","0","0","0"
"773",8,45,"11001.jpg",0,0,1,"1","1","0","0","1"
"774",8,46,"10110.jpg",1,1,1,"1","0","1","1","0"
"775",8,47,"00110.jpg",0,0,1,"0","0","1","1","0"
"776",8,48,"10010.jpg",1,0,0,"1","0","0","1","0"
"777",8,49,"01101.jpg",0,0,1,"0","1","1","0","1"
"778",8,50,"00101.jpg",0,0,1,"0","0","1","0","1"
"779",8,51,"01000.jpg",0,0,1,"0","1","0","0","0"
"780",8,52,"10011.jpg",0,0,1,"1","0","0","1","1"
"781",8,53,"00000.jpg",0,0,1,"0","0","0","0","0"
"782",8,54,"00010.jpg",0,0,1,"0","0","0","1","0"
"783",8,55,"10001.jpg",0,0,0,"1","0","0","0","1"
"784",8,56,"01010.jpg",0,0,1,"0","1","0","1","0"
"785",8,57,"11000.jpg",0,0,1,"1","1","0","0","0"
"786",8,58,"11000.jpg",0,0,1,"1","1","0","0","0"
"787",8,59,"00011.jpg",0,0,1,"0","0","0","1","1"
"788",8,60,"00000.jpg",0,0,1,"0","0","0","0","0"
"789",8,61,"11111.jpg",1,1,0,"1","1","1","1","1"
"790",8,62,"01000.jpg",0,0,1,"0","1","0","0","0"
"791",8,63,"01001.jpg",0,0,1,"0","1","0","0","1"
"792",8,64,"01001.jpg",0,0,1,"0","1","0","0","1"
"793",8,65,"11011.jpg",1,0,0,"1","1","0","1","1"
"794",8,66,"01100.jpg",0,0,1,"0","1","1","0","0"
"795",8,67,"10101.jpg",0,1,0,"1","0","1","0","1"
"796",8,68,"00111.jpg",0,0,1,"0","0","1","1","1"
"797",8,69,"00100.jpg",0,0,1,"0","0","1","0","0"
"798",8,70,"10110.jpg",1,1,1,"1","0","1","1","0"
"799",8,71,"10100.jpg",1,1,1,"1","0","1","0","0"
"800",8,72,"00011.jpg",0,0,1,"0","0","0","1","1"
"801",8,73,"01101.jpg",0,0,1,"0","1","1","0","1"
"802",8,74,"11011.jpg",0,0,1,"1","1","0","1","1"
"803",8,75,"00001.jpg",0,0,1,"0","0","0","0","1"
"804",8,76,"00001.jpg",0,0,1,"0","0","0","0","1"
"805",8,77,"10010.jpg",0,0,1,"1","0","0","1","0"
"806",8,78,"01111.jpg",0,0,1,"0","1","1","1","1"
"807",8,79,"00000.jpg",0,0,1,"0","0","0","0","0"
"808",8,80,"11101.jpg",1,1,1,"1","1","1","0","1"
"809",8,81,"00010.jpg",0,0,1,"0","0","0","1","0"
"810",8,82,"00110.jpg",0,0,1,"0","0","1","1","0"
"811",8,83,"10000.jpg",0,0,1,"1","0","0","0","0"
"812",8,84,"10100.jpg",1,1,1,"1","0","1","0","0"
"813",8,85,"11101.jpg",1,1,1,"1","1","1","0","1"
"814",8,86,"01100.jpg",0,0,1,"0","1","1","0","0"
"815",8,87,"10001.jpg",0,0,1,"1","0","0","0","1"
"816",8,88,"01110.jpg",0,0,1,"0","1","1","1","0"
"817",8,89,"01110.jpg",0,0,1,"0","1","1","1","0"
"818",8,90,"11000.jpg",0,0,1,"1","1","0","0","0"
"819",8,91,"01001.jpg",0,0,1,"0","1","0","0","1"
"820",8,92,"01010.jpg",0,0,1,"0","1","0","1","0"
"821",8,93,"11100.jpg",1,1,1,"1","1","1","0","0"
"822",8,94,"11110.jpg",1,1,1,"1","1","1","1","0"
"823",8,95,"01011.jpg",0,0,1,"0","1","0","1","1"
"824",8,96,"10111.jpg",1,1,1,"1","0","1","1","1"
"825",8,97,"00111pt.jpg",1,0,0,"0","0","1","1","1"
"826",8,98,"01000pt.jpg",0,0,1,"0","1","0","0","0"
"827",8,99,"11110pt.jpg",1,1,1,"1","1","1","1","0"
"828",8,100,"00101pt.jpg",1,0,0,"0","0","1","0","1"
"829",8,101,"10101pt.jpg",1,1,1,"1","0","1","0","1"
"830",8,102,"11011pt.jpg",0,0,1,"1","1","0","1","1"
"831",8,103,"11111pt.jpg",1,1,1,"1","1","1","1","1"
"832",8,104,"01010pt.jpg",0,0,1,"0","1","0","1","0"
